nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0.66,0.24,0.66,0.31,0.63,0.31,0.61,0.39,0.61,0.48,0.68,0.31,0.7,0.41,0.71,0.48,0.63,0.48,0.63,0.63,0.62,0.74,0.67,0.5,0.67,0.63,0.67,0.74,0.65,0.22,0.66,0.22,0.65,0.24,0.67,0.24,0
0.66,0.26,0.66,0.33,0.62,0.33,0.61,0.41,0.61,0.5,0.68,0.33,0.7,0.44,0.71,0.5,0.63,0.5,0.63,0.63,0.62,0.74,0.67,0.5,0.67,0.63,0.67,0.74,0.65,0.24,0.66,0.24,0.65,0.26,0.67,0.26,0
0.66,0.24,0.66,0.33,0.63,0.31,0.61,0.39,0.61,0.48,0.68,0.33,0.7,0.41,0.71,0.48,0.63,0.48,0.63,0.61,0.63,0.72,0.67,0.48,0.67,0.61,0.67,0.72,0.66,0.24,0.66,0.24,0.65,0.24,0.67,0.26,0
0.66,0.24,0.66,0.33,0.63,0.33,0.62,0.39,0.61,0.48,0.68,0.33,0.71,0.39,0.71,0.48,0.65,0.48,0.63,0.59,0.63,0.72,0.67,0.48,0.67,0.61,0.67,0.72,0.66,0.24,0.66,0.24,0.65,0.26,0.67,0.24,0
0.66,0.24,0.66,0.33,0.63,0.33,0.62,0.39,0.61,0.48,0.68,0.33,0.7,0.41,0.71,0.48,0.63,0.48,0.63,0.61,0.63,0.72,0.67,0.48,0.67,0.61,0.67,0.72,0.66,0.24,0.66,0.24,0.65,0.26,0.67,0.26,0
0.61,0.22,0.61,0.28,0.59,0.28,0.56,0.37,0.56,0.44,0.63,0.28,0.65,0.37,0.66,0.44,0.59,0.44,0.57,0.57,0.56,0.7,0.62,0.46,0.61,0.59,0.61,0.72,0.61,0.2,0.61,0.2,0.6,0.22,0.62,0.22,0
0.57,0.24,0.59,0.33,0.55,0.31,0.54,0.39,0.54,0.48,0.61,0.33,0.62,0.41,0.62,0.48,0.56,0.48,0.56,0.61,0.55,0.72,0.6,0.48,0.6,0.61,0.6,0.72,0,0,0.59,0.24,0.57,0.24,0.6,0.24,0
0.57,0.24,0.57,0.31,0.55,0.31,0.54,0.39,0.52,0.48,0.61,0.33,0.61,0.41,0.62,0.48,0.55,0.48,0.55,0.61,0.55,0.72,0.59,0.48,0.59,0.61,0.6,0.72,0.57,0.24,0.59,0.24,0.56,0.24,0.6,0.24,0
0.57,0.24,0.59,0.33,0.55,0.31,0.54,0.39,0.52,0.48,0.61,0.33,0.62,0.41,0.62,0.48,0.56,0.48,0.55,0.61,0.55,0.72,0.6,0.48,0.59,0.61,0.6,0.72,0,0,0.59,0.24,0.57,0.24,0.6,0.24,0
0.52,0.26,0.52,0.33,0.5,0.33,0.49,0.41,0.48,0.48,0.56,0.33,0.56,0.41,0.57,0.5,0.5,0.48,0.49,0.61,0.46,0.72,0.54,0.5,0.52,0.61,0.52,0.72,0.52,0.24,0.54,0.24,0.51,0.26,0.55,0.26,0
0.5,0.24,0.5,0.31,0.48,0.31,0.46,0.39,0.45,0.48,0.52,0.31,0.54,0.41,0.55,0.48,0.48,0.48,0.48,0.61,0.46,0.72,0.51,0.48,0.51,0.61,0.52,0.72,0.49,0.24,0.5,0.24,0.49,0.24,0.51,0.24,0
0.5,0.24,0.5,0.31,0.48,0.31,0.45,0.39,0.45,0.48,0.52,0.31,0.54,0.41,0.55,0.48,0.48,0.48,0.48,0.61,0.46,0.72,0.51,0.48,0.51,0.61,0.52,0.72,0.49,0.24,0.5,0.24,0.49,0.24,0.51,0.24,0
0.49,0.24,0.5,0.31,0.48,0.31,0.46,0.39,0.45,0.48,0.52,0.31,0.54,0.41,0.55,0.48,0.48,0.48,0.48,0.61,0.46,0.72,0.51,0.48,0.51,0.61,0.52,0.72,0,0,0.5,0.24,0.49,0.24,0.51,0.24,0
0.49,0.24,0.5,0.31,0.46,0.31,0.45,0.39,0.45,0.48,0.52,0.31,0.54,0.41,0.54,0.48,0.48,0.48,0.48,0.61,0.46,0.72,0.51,0.48,0.51,0.61,0.52,0.72,0.49,0.24,0.5,0.24,0.48,0.24,0.51,0.24,0
0.5,0.24,0.5,0.31,0.48,0.31,0.46,0.39,0.45,0.48,0.52,0.33,0.54,0.41,0.54,0.48,0.48,0.48,0.48,0.61,0.46,0.72,0.51,0.48,0.51,0.61,0.52,0.72,0.49,0.24,0.5,0.24,0.49,0.24,0.51,0.24,0
0.51,0.24,0.52,0.31,0.49,0.31,0.48,0.39,0.48,0.48,0.55,0.31,0.56,0.41,0.57,0.48,0.5,0.48,0.5,0.59,0.49,0.72,0.54,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.52,0.24,0.5,0.24,0.54,0.24,0
0.51,0.24,0.51,0.33,0.49,0.31,0.48,0.39,0.48,0.48,0.54,0.33,0.55,0.41,0.55,0.48,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.24,0
0.51,0.26,0.51,0.33,0.49,0.31,0.48,0.39,0.48,0.48,0.54,0.33,0.55,0.41,0.55,0.5,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.26,0
0.51,0.26,0.51,0.33,0.49,0.33,0.48,0.41,0.48,0.48,0.54,0.33,0.55,0.41,0.55,0.48,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.26,0
0.51,0.26,0.51,0.33,0.49,0.33,0.46,0.39,0.44,0.48,0.54,0.33,0.56,0.41,0.57,0.48,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.26,0
0.51,0.26,0.51,0.33,0.49,0.33,0.48,0.41,0.48,0.48,0.54,0.33,0.55,0.41,0.55,0.5,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.26,0
0.51,0.26,0.51,0.33,0.49,0.33,0.46,0.39,0.45,0.48,0.54,0.33,0.56,0.41,0.57,0.48,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.24,0
0.51,0.24,0.51,0.33,0.49,0.33,0.48,0.39,0.46,0.48,0.54,0.33,0.55,0.41,0.55,0.48,0.5,0.48,0.5,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.26,0
0.51,0.24,0.51,0.33,0.49,0.33,0.48,0.41,0.48,0.48,0.54,0.33,0.55,0.41,0.55,0.48,0.5,0.48,0.49,0.59,0.49,0.72,0.52,0.48,0.52,0.61,0.52,0.72,0.51,0.24,0.51,0.24,0.5,0.24,0.52,0.26,0
0.85,0.16,0.88,0.29,0.83,0.29,0.81,0.42,0.79,0.56,0.94,0.29,0.96,0.46,0.96,0.59,0.83,0.59,0.83,0.82,0.85,1.01,0.92,0.59,0.92,0.82,0.94,1.04,0,0,0.85,0.13,0,0,0.9,0.16,0
0.65,0.16,0.65,0.29,0.6,0.29,0.58,0.42,0.56,0.56,0.69,0.29,0.71,0.46,0.73,0.59,0.6,0.59,0.6,0.82,0.6,1.01,0.67,0.59,0.67,0.82,0.67,1.01,0.63,0.13,0.65,0.16,0.63,0.16,0.67,0.16,0
0.65,0.16,0.65,0.29,0.6,0.29,0.58,0.42,0.56,0.59,0.69,0.29,0.71,0.46,0.73,0.59,0.6,0.59,0.6,0.82,0.6,1.01,0.67,0.59,0.67,0.82,0.67,1.01,0.65,0.16,0.65,0.16,0.63,0.16,0.67,0.16,0
0.65,0.16,0.65,0.29,0.6,0.29,0.58,0.42,0.56,0.56,0.71,0.29,0.71,0.46,0.73,0.59,0.6,0.59,0.6,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.16,0.67,0.16,0.63,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.58,0.42,0.56,0.56,0.71,0.29,0.73,0.46,0.75,0.56,0.63,0.59,0.63,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.6,0.29,0.58,0.42,0.54,0.56,0.71,0.29,0.73,0.46,0.77,0.56,0.63,0.59,0.6,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.6,0.29,0.58,0.42,0.54,0.56,0.71,0.29,0.73,0.46,0.77,0.56,0.63,0.59,0.63,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.58,0.42,0.54,0.56,0.71,0.29,0.73,0.46,0.77,0.59,0.63,0.59,0.63,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.58,0.42,0.54,0.56,0.71,0.29,0.75,0.46,0.77,0.56,0.63,0.59,0.63,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.58,0.42,0.54,0.52,0.71,0.29,0.75,0.42,0.79,0.56,0.63,0.59,0.63,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.67,0.13,0.69,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.58,0.42,0.54,0.49,0.73,0.29,0.75,0.42,0.79,0.52,0.63,0.59,0.63,0.82,0.6,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.67,0.13,0.69,0.13,0.65,0.16,0.71,0.16,0
0.69,0.16,0.67,0.29,0.63,0.29,0.58,0.42,0.54,0.49,0.73,0.29,0.75,0.42,0.79,0.49,0.63,0.59,0.63,0.82,0.6,1.01,0.71,0.59,0.69,0.82,0.69,1.01,0.67,0.16,0.69,0.16,0.67,0.16,0.71,0.16,0
0.69,0.16,0.69,0.29,0.63,0.29,0.6,0.42,0.56,0.49,0.73,0.29,0.75,0.42,0.77,0.52,0.65,0.56,0.63,0.82,0.63,1.01,0.71,0.59,0.69,0.82,0.69,1.01,0.67,0.16,0.69,0.16,0.67,0.16,0.71,0.16,0
0.69,0.16,0.69,0.29,0.63,0.29,0.6,0.42,0.58,0.52,0.73,0.29,0.75,0.42,0.77,0.56,0.65,0.56,0.63,0.82,0.63,1.01,0.71,0.59,0.69,0.82,0.67,1.01,0.67,0.13,0.69,0.16,0.67,0.16,0.71,0.16,0
0.69,0.16,0.69,0.29,0.63,0.29,0.6,0.42,0.6,0.52,0.73,0.29,0.75,0.46,0.75,0.56,0.65,0.56,0.63,0.82,0.65,1.01,0.71,0.59,0.69,0.82,0.67,1.01,0.67,0.13,0.69,0.16,0.67,0.16,0.71,0.16,0
0.69,0.16,0.69,0.29,0.63,0.29,0.6,0.42,0.6,0.56,0.73,0.29,0.73,0.46,0.75,0.56,0.63,0.59,0.63,0.82,0.65,1.01,0.71,0.59,0.69,0.82,0.67,1.01,0.67,0.16,0.69,0.16,0.67,0.16,0.71,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.6,0.42,0.6,0.59,0.73,0.29,0.73,0.46,0.73,0.59,0.63,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.67,0.16,0.69,0.13,0.65,0.16,0.71,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.6,0.46,0.58,0.59,0.71,0.29,0.73,0.46,0.73,0.59,0.63,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.67,0.13,0.69,0.13,0.65,0.16,0.69,0.16,0
0.67,0.16,0.67,0.29,0.6,0.29,0.58,0.46,0.58,0.59,0.71,0.29,0.73,0.46,0.73,0.59,0.63,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.65,0.16,0.69,0.16,0
0.65,0.16,0.65,0.29,0.6,0.29,0.58,0.46,0.58,0.59,0.71,0.29,0.71,0.46,0.73,0.59,0.63,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.65,0.13,0.67,0.13,0.63,0.16,0.69,0.16,0
0.65,0.16,0.65,0.29,0.6,0.29,0.58,0.46,0.58,0.59,0.69,0.29,0.71,0.46,0.73,0.59,0.6,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.63,0.13,0.65,0.13,0.63,0.16,0.67,0.16,0
0.65,0.16,0.65,0.29,0.58,0.29,0.58,0.46,0.58,0.59,0.69,0.29,0.71,0.42,0.71,0.59,0.6,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.69,0.82,0.67,1.01,0.63,0.13,0.65,0.13,0.63,0.16,0.67,0.16,0
0.63,0.16,0.65,0.29,0.58,0.29,0.56,0.46,0.56,0.59,0.69,0.29,0.71,0.42,0.71,0.56,0.6,0.59,0.63,0.82,0.63,1.01,0.67,0.59,0.69,0.82,0.67,1.01,0.63,0.13,0.65,0.13,0.6,0.16,0.67,0.16,0
0.63,0.16,0.63,0.29,0.58,0.29,0.56,0.46,0.56,0.59,0.69,0.29,0.71,0.42,0.71,0.59,0.6,0.59,0.63,0.82,0.63,1.01,0.67,0.59,0.69,0.82,0.69,1.01,0.63,0.13,0.65,0.13,0.6,0.16,0.65,0.16,0
0.63,0.16,0.65,0.29,0.58,0.29,0.56,0.46,0.56,0.59,0.69,0.29,0.71,0.42,0.71,0.59,0.6,0.59,0.63,0.82,0.63,1.01,0.67,0.59,0.69,0.82,0.69,1.01,0.63,0.13,0.65,0.13,0.6,0.16,0.67,0.16,0
0.65,0.16,0.65,0.29,0.58,0.29,0.58,0.46,0.56,0.59,0.69,0.29,0.71,0.42,0.73,0.59,0.6,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.71,0.82,0.71,1.01,0.63,0.13,0.65,0.13,0.6,0.16,0.67,0.16,0
0.65,0.16,0.65,0.29,0.6,0.29,0.58,0.46,0.58,0.59,0.71,0.29,0.71,0.42,0.73,0.56,0.63,0.59,0.63,0.82,0.63,1.01,0.69,0.59,0.71,0.82,0.73,1.01,0.65,0.13,0.65,0.13,0.63,0.16,0.67,0.16,0
0.67,0.16,0.67,0.29,0.63,0.29,0.6,0.46,0.6,0.59,0.71,0.29,0.73,0.46,0.75,0.59,0.63,0.59,0.63,0.82,0.63,1.01,0.71,0.59,0.71,0.82,0.73,1.01,0.65,0.16,0.67,0.16,0.65,0.16,0.69,0.16,0
0.69,0.16,0.69,0.29,0.63,0.29,0.63,0.46,0.6,0.59,0.73,0.29,0.75,0.46,0.75,0.56,0.65,0.59,0.65,0.82,0.63,1.01,0.71,0.59,0.71,0.82,0.73,1.01,0.67,0.16,0.69,0.16,0.67,0.16,0.71,0.16,0
0.69,0.16,0.69,0.29,0.65,0.29,0.63,0.46,0.63,0.59,0.75,0.29,0.75,0.46,0.77,0.56,0.67,0.59,0.65,0.82,0.63,1.01,0.73,0.59,0.73,0.82,0.73,1.01,0.69,0.16,0.71,0.16,0.67,0.16,0.73,0.16,0
0.71,0.16,0.71,0.29,0.67,0.29,0.65,0.46,0.65,0.59,0.75,0.29,0.77,0.46,0.77,0.56,0.67,0.59,0.65,0.82,0.65,1.01,0.73,0.59,0.73,0.82,0.73,1.01,0.69,0.16,0.71,0.16,0.69,0.16,0.73,0.16,0
0.71,0.16,0.71,0.29,0.67,0.29,0.65,0.46,0.65,0.59,0.77,0.29,0.77,0.46,0.77,0.59,0.67,0.59,0.65,0.82,0.65,1.01,0.73,0.59,0.73,0.82,0.73,1.01,0.71,0.16,0.73,0.16,0.69,0.16,0.75,0.16,0
0.71,0.16,0.71,0.29,0.67,0.29,0.65,0.46,0.65,0.59,0.77,0.29,0.77,0.46,0.77,0.56,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.73,0.82,0.73,1.01,0.71,0.16,0.73,0.16,0.69,0.16,0.75,0.16,0
0.71,0.16,0.71,0.29,0.67,0.29,0.65,0.46,0.63,0.59,0.75,0.29,0.77,0.46,0.77,0.59,0.67,0.59,0.67,0.82,0.67,0.98,0.73,0.59,0.73,0.82,0.73,1.01,0.69,0.16,0.71,0.16,0.69,0.16,0.73,0.16,0
0.71,0.2,0.69,0.29,0.65,0.29,0.65,0.46,0.63,0.59,0.75,0.33,0.75,0.46,0.77,0.59,0.67,0.59,0.67,0.82,0.67,1.01,0.73,0.59,0.73,0.82,0.73,1.01,0.69,0.16,0.71,0.16,0.69,0.2,0.73,0.2,0
0.69,0.2,0.69,0.33,0.65,0.29,0.63,0.46,0.63,0.59,0.73,0.33,0.75,0.46,0.75,0.59,0.65,0.59,0.67,0.82,0.67,1.01,0.71,0.59,0.73,0.82,0.73,1.01,0.69,0.16,0.71,0.16,0.67,0.2,0.71,0.2,0
0.69,0.2,0.69,0.33,0.63,0.33,0.63,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.73,0.59,0.65,0.59,0.65,0.82,0.67,0.98,0.71,0.59,0.71,0.78,0.73,1.01,0.67,0.16,0.69,0.16,0.67,0.2,0.71,0.2,0
0.67,0.2,0.67,0.33,0.63,0.33,0.6,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.73,0.59,0.65,0.59,0.65,0.82,0.67,0.98,0.71,0.59,0.71,0.78,0.73,1.01,0.67,0.16,0.69,0.16,0.65,0.2,0.69,0.2,0
0.67,0.2,0.67,0.33,0.63,0.33,0.6,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.73,0.59,0.65,0.59,0.65,0.82,0.67,0.98,0.71,0.59,0.71,0.78,0.73,0.98,0.67,0.16,0.67,0.16,0.65,0.2,0.69,0.2,0
0.67,0.2,0.67,0.33,0.63,0.33,0.63,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.75,0.59,0.65,0.59,0.65,0.82,0.67,0.98,0.71,0.59,0.71,0.78,0.73,0.98,0.67,0.2,0.69,0.16,0.65,0.2,0.69,0.2,0
0.67,0.2,0.69,0.33,0.63,0.33,0.63,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.75,0.59,0.65,0.59,0.65,0.82,0.67,0.98,0.71,0.59,0.71,0.78,0.73,0.98,0.67,0.2,0.69,0.16,0.65,0.2,0.69,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.75,0.46,0.75,0.59,0.65,0.59,0.67,0.78,0.67,0.98,0.71,0.59,0.73,0.78,0.73,0.98,0.67,0.2,0.69,0.2,0.67,0.2,0.71,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.75,0.46,0.75,0.59,0.67,0.59,0.67,0.82,0.67,1.01,0.73,0.59,0.73,0.78,0.73,0.98,0.69,0.2,0.69,0.2,0.67,0.2,0.71,0.2,0
0.69,0.2,0.71,0.33,0.67,0.29,0.65,0.46,0.63,0.59,0.75,0.33,0.75,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.73,0.78,0.73,0.98,0,0,0.71,0.2,0.69,0.2,0.73,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.77,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.75,0.59,0.73,0.78,0.73,1.01,0.69,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.71,0.2,0.73,0.33,0.67,0.33,0.67,0.46,0.65,0.59,0.77,0.33,0.77,0.46,0.79,0.59,0.69,0.59,0.67,0.78,0.67,0.98,0.75,0.59,0.73,0.82,0.73,1.01,0,0,0.73,0.2,0.71,0.2,0.75,0.2,0
0.71,0.23,0.73,0.33,0.69,0.29,0.67,0.46,0.65,0.59,0.77,0.33,0.79,0.46,0.79,0.59,0.69,0.59,0.67,0.78,0.67,0.98,0.75,0.59,0.73,0.82,0.73,0.98,0.71,0.2,0.73,0.2,0,0,0.75,0.2,0
0.71,0.23,0.73,0.33,0.69,0.33,0.67,0.46,0.65,0.59,0.77,0.33,0.79,0.46,0.79,0.59,0.69,0.59,0.67,0.78,0.67,0.98,0.75,0.59,0.73,0.78,0.73,0.98,0.71,0.2,0.73,0.2,0,0,0.75,0.2,0
0.71,0.23,0.73,0.33,0.69,0.33,0.67,0.46,0.65,0.59,0.77,0.33,0.79,0.46,0.79,0.59,0.69,0.59,0.67,0.78,0.67,0.98,0.75,0.59,0.73,0.78,0.73,0.98,0.71,0.2,0.73,0.2,0.73,0.2,0.75,0.2,0
0.71,0.2,0.73,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.77,0.33,0.77,0.46,0.77,0.59,0.69,0.59,0.67,0.78,0.67,0.98,0.75,0.59,0.73,0.78,0.73,0.98,0,0,0.73,0.2,0.71,0.2,0.75,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.77,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.73,0.78,0.73,0.98,0.71,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.75,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.73,0.78,0.73,0.98,0.69,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.75,0.46,0.75,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.71,0.59,0.73,0.78,0.73,0.98,0.69,0.2,0.69,0.2,0.67,0.2,0.71,0.2,0
0.67,0.2,0.69,0.33,0.63,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.73,0.46,0.73,0.59,0.65,0.59,0.65,0.78,0.67,0.98,0.71,0.59,0.71,0.78,0.73,0.98,0,0,0.69,0.2,0.67,0.2,0.71,0.2,0
0.67,0.2,0.67,0.33,0.63,0.33,0.63,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.75,0.59,0.65,0.59,0.65,0.82,0.67,0.98,0.71,0.59,0.71,0.78,0.73,0.98,0.67,0.2,0.67,0.2,0.65,0.2,0.69,0.2,0
0.67,0.2,0.67,0.33,0.63,0.33,0.63,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.75,0.59,0.65,0.59,0.65,0.78,0.67,0.98,0.71,0.59,0.71,0.78,0.71,0.98,0.67,0.2,0.67,0.2,0.65,0.2,0.69,0.2,0
0.67,0.2,0.69,0.33,0.63,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.73,0.46,0.75,0.59,0.65,0.59,0.65,0.78,0.67,0.98,0.71,0.59,0.71,0.78,0.71,0.95,0.67,0.2,0.69,0.2,0.65,0.2,0.69,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.73,0.46,0.75,0.59,0.65,0.59,0.67,0.78,0.67,0.98,0.71,0.59,0.71,0.78,0.71,0.95,0.67,0.2,0.69,0.2,0.67,0.2,0.71,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.75,0.46,0.75,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.71,0.59,0.71,0.78,0.71,0.95,0.69,0.2,0.69,0.2,0.67,0.2,0.71,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.75,0.46,0.75,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.71,0.78,0.71,0.95,0.69,0.2,0.71,0.2,0.67,0.2,0.73,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.75,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.71,0.78,0.71,0.98,0.69,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.75,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.73,0.78,0.71,0.98,0.69,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.77,0.46,0.77,0.59,0.67,0.59,0.67,0.78,0.67,0.98,0.73,0.59,0.73,0.78,0.71,0.98,0.71,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.71,0.2,0.71,0.33,0.67,0.33,0.65,0.46,0.65,0.59,0.75,0.33,0.75,0.46,0.77,0.59,0.67,0.59,0.65,0.78,0.65,0.98,0.73,0.59,0.71,0.78,0.71,0.98,0.69,0.2,0.71,0.2,0.69,0.2,0.73,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.65,0.46,0.63,0.59,0.75,0.33,0.75,0.46,0.75,0.56,0.67,0.59,0.65,0.78,0.65,0.98,0.73,0.59,0.71,0.78,0.71,0.98,0,0,0.71,0.2,0.69,0.2,0.73,0.2,0
0.69,0.2,0.69,0.33,0.65,0.33,0.63,0.46,0.63,0.59,0.73,0.33,0.75,0.46,0.75,0.59,0.65,0.59,0.65,0.82,0.65,0.98,0.71,0.59,0.71,0.78,0.71,0.98,0.69,0.2,0.69,0.2,0.67,0.2,0.71,0.2,0
0.67,0.2,0.69,0.33,0.63,0.33,0.63,0.46,0.6,0.59,0.73,0.33,0.73,0.46,0.73,0.59,0.65,0.59,0.65,0.78,0.65,0.98,0.71,0.59,0.71,0.78,0.71,0.98,0.67,0.2,0.69,0.2,0.65,0.2,0.71,0.2,0
0.67,0.2,0.67,0.33,0.63,0.33,0.6,0.46,0.6,0.59,0.71,0.33,0.73,0.46,0.73,0.59,0.63,0.59,0.65,0.82,0.65,0.98,0.69,0.59,0.71,0.78,0.71,0.98,0.65,0.2,0.67,0.2,0.65,0.2,0.69,0.2,0
0.65,0.2,0.67,0.33,0.6,0.33,0.6,0.46,0.6,0.59,0.71,0.33,0.71,0.46,0.73,0.59,0.63,0.59,0.65,0.82,0.65,0.98,0.69,0.59,0.71,0.78,0.71,0.98,0.65,0.2,0.67,0.2,0.63,0.2,0.69,0.2,0
0.65,0.2,0.65,0.33,0.6,0.33,0.58,0.46,0.58,0.59,0.69,0.33,0.71,0.46,0.71,0.59,0.63,0.59,0.63,0.82,0.65,0.98,0.69,0.59,0.69,0.78,0.71,0.98,0.63,0.2,0.65,0.2,0.63,0.2,0.67,0.2,0
